
            SP92    K+N  Waves for L= 0
  TLAB        ALL             S01             ALL             S11 
  370.0  0.0000  0.0000 -0.3055  0.1042  0.0000  0.0000 -0.4569  0.2970
  380.0  0.0000  0.0000 -0.3075  0.1058  0.0000  0.0000 -0.4597  0.3034
  390.0  0.0000  0.0000 -0.3093  0.1071  0.0000  0.0000 -0.4623  0.3097
  400.0  0.0000  0.0000 -0.3108  0.1083  0.0000  0.0000 -0.4648  0.3160
  410.0  0.0000  0.0000 -0.3121  0.1093  0.0000  0.0000 -0.4672  0.3222
  420.0  0.0000  0.0000 -0.3131  0.1102  0.0000  0.0000 -0.4695  0.3284
  430.0  0.0000  0.0000 -0.3140  0.1109  0.0000  0.0000 -0.4716  0.3345
  440.0  0.0000  0.0000 -0.3146  0.1114  0.0000  0.0000 -0.4737  0.3406
  450.0  0.0000  0.0000 -0.3150  0.1117  0.0000  0.0000 -0.4756  0.3467
  460.0  0.0000  0.0000 -0.3153  0.1119  0.0000  0.0000 -0.4774  0.3527
  470.0  0.0000  0.0000 -0.3153  0.1120  0.0000  0.0000 -0.4791  0.3587
  480.0  0.0000  0.0000 -0.3152  0.1119  0.0000  0.0000 -0.4807  0.3646
  490.0  0.0000  0.0000 -0.3149  0.1116  0.0000  0.0000 -0.4822  0.3705
  500.0  0.0000  0.0000 -0.3144  0.1112  0.0000  0.0000 -0.4836  0.3764
  510.0  0.0000  0.0000 -0.3138  0.1107  0.0000  0.0000 -0.4849  0.3822
  520.0  0.0000  0.0000 -0.3130  0.1101  0.0000  0.0000 -0.4861  0.3880
  530.0  0.0000  0.0000 -0.3120  0.1093  0.0000  0.0000 -0.4872  0.3938
  540.0  0.0000  0.0000 -0.3109  0.1085  0.0000  0.0000 -0.4882  0.3995
  550.0  0.0000  0.0000 -0.3097  0.1075  0.0000  0.0000 -0.4891  0.4052
  560.0  0.0000  0.0000 -0.3084  0.1064  0.0000  0.0000 -0.4899  0.4109
  570.0  0.0000  0.0000 -0.3069  0.1052  0.0000  0.0000 -0.4906  0.4166
  580.0  0.0000  0.0000 -0.3053  0.1040  0.0000  0.0000 -0.4912  0.4222
  590.0  0.0000  0.0000 -0.3035  0.1027  0.0000  0.0000 -0.4918  0.4279
  600.0  0.0000  0.0000 -0.3017  0.1013  0.0000  0.0000 -0.4922  0.4334
  610.0  0.0000  0.0000 -0.2998  0.0998  0.0000  0.0000 -0.4926  0.4390
  620.0  0.0000  0.0000 -0.2977  0.0983  0.0000  0.0000 -0.4929  0.4445
  630.0  0.0000  0.0000 -0.2956  0.0968  0.0000  0.0000 -0.4931  0.4500
  640.0  0.0000  0.0000 -0.2934  0.0952  0.0000  0.0000 -0.4932  0.4555
  650.0  0.0000  0.0000 -0.2912  0.0935  0.0000  0.0000 -0.4932  0.4609
  660.0  0.0000  0.0000 -0.2888  0.0919  0.0000  0.0000 -0.4932  0.4663
  670.0  0.0000  0.0000 -0.2865  0.0902  0.0000  0.0000 -0.4931  0.4717
  680.0  0.0000  0.0000 -0.2840  0.0885  0.0000  0.0000 -0.4928  0.4770
  690.0  0.0000  0.0000 -0.2815  0.0868  0.0000  0.0000 -0.4925  0.4824
  700.0  0.0000  0.0000 -0.2790  0.0851  0.0000  0.0000 -0.4922  0.4876
  710.0  0.0000  0.0000 -0.2765  0.0834  0.0000  0.0000 -0.4917  0.4929
  720.0  0.0000  0.0000 -0.2739  0.0817  0.0000  0.0000 -0.4911  0.4981
  730.0  0.0000  0.0000 -0.2713  0.0800  0.0000  0.0000 -0.4905  0.5032
  740.0  0.0000  0.0000 -0.2688  0.0784  0.0000  0.0000 -0.4898  0.5083
  750.0  0.0000  0.0000 -0.2662  0.0767  0.0000  0.0000 -0.4890  0.5134
  760.0  0.0000  0.0000 -0.2636  0.0752  0.0000  0.0000 -0.4881  0.5185
  770.0  0.0000  0.0000 -0.2611  0.0736  0.0000  0.0000 -0.4871  0.5235
  780.0  0.0000  0.0000 -0.2586  0.0721  0.0000  0.0000 -0.4860  0.5284
  790.0  0.0000  0.0000 -0.2562  0.0706  0.0000  0.0000 -0.4849  0.5333
  800.0  0.0000  0.0000 -0.2538  0.0692  0.0000  0.0000 -0.4836  0.5382
  810.0  0.0000  0.0000 -0.2514  0.0678  0.0000  0.0000 -0.4823  0.5430
  820.0  0.0000  0.0000 -0.2492  0.0665  0.0000  0.0000 -0.4809  0.5477
  830.0  0.0000  0.0000 -0.2470  0.0652  0.0000  0.0000 -0.4794  0.5524
  840.0  0.0000  0.0000 -0.2449  0.0641  0.0000  0.0000 -0.4778  0.5571
  850.0  0.0000  0.0000 -0.2428  0.0629  0.0000  0.0000 -0.4761  0.5616
  860.0  0.0000  0.0000 -0.2409  0.0619  0.0000  0.0000 -0.4743  0.5662
  870.0  0.0000  0.0000 -0.2392  0.0609  0.0000  0.0000 -0.4725  0.5706
  880.0  0.0000  0.0000 -0.2375  0.0600  0.0000  0.0000 -0.4705  0.5750
  890.0  0.0000  0.0000 -0.2359  0.0592  0.0000  0.0000 -0.4685  0.5793
  900.0  0.0000  0.0000 -0.2345  0.0584  0.0000  0.0000 -0.4664  0.5836
  910.0  0.0000  0.0000 -0.2333  0.0578  0.0000  0.0000 -0.4642  0.5878
  920.0  0.0000  0.0000 -0.2322  0.0572  0.0000  0.0000 -0.4619  0.5919
  930.0  0.0000  0.0000 -0.2313  0.0567  0.0000  0.0000 -0.4595  0.5959
  940.0  0.0000  0.0000 -0.2305  0.0563  0.0000  0.0000 -0.4570  0.5998
  950.0  0.0000  0.0000 -0.2299  0.0560  0.0000  0.0000 -0.4545  0.6037
  960.0  0.0000  0.0000 -0.2295  0.0558  0.0000  0.0000 -0.4519  0.6074
  970.0  0.0000  0.0000 -0.2293  0.0557  0.0000  0.0000 -0.4492  0.6111
  980.0  0.0000  0.0000 -0.2293  0.0557  0.0000  0.0000 -0.4464  0.6147
  990.0  0.0000  0.0000 -0.2295  0.0558  0.0000  0.0000 -0.4435  0.6182
 1000.0  0.0000  0.0000 -0.2299  0.0560  0.0000  0.0000 -0.4406  0.6215
 1010.0  0.0000  0.0000 -0.2306  0.0563  0.0000  0.0000 -0.4376  0.6248
 1020.0  0.0000  0.0000 -0.2314  0.0568  0.0000  0.0000 -0.4345  0.6279
 1030.0  0.0000  0.0000 -0.2325  0.0574  0.0000  0.0000 -0.4314  0.6310
 1040.0  0.0000  0.0000 -0.2339  0.0581  0.0000  0.0000 -0.4282  0.6339
 1050.0  0.0000  0.0000 -0.2354  0.0589  0.0000  0.0000 -0.4250  0.6367
 1060.0  0.0000  0.0000 -0.2373  0.0599  0.0000  0.0000 -0.4216  0.6394
 1070.0  0.0000  0.0000 -0.2393  0.0610  0.0000  0.0000 -0.4183  0.6420
 1080.0  0.0000  0.0000 -0.2417  0.0623  0.0000  0.0000 -0.4149  0.6445
 1090.0  0.0000  0.0000 -0.2443  0.0637  0.0000  0.0000 -0.4114  0.6468
 1100.0  0.0000  0.0000 -0.2471  0.0653  0.0000  0.0000 -0.4079  0.6490
 1110.0  0.0000  0.0000 -0.2502  0.0671  0.0000  0.0000 -0.4044  0.6510
 1120.0  0.0000  0.0000 -0.2536  0.0691  0.0000  0.0000 -0.4008  0.6530
 1130.0  0.0000  0.0000 -0.2573  0.0713  0.0000  0.0000 -0.3973  0.6548
 1140.0  0.0000  0.0000 -0.2612  0.0736  0.0000  0.0000 -0.3937  0.6565
 1150.0  0.0000  0.0000 -0.2654  0.0762  0.0000  0.0000 -0.3900  0.6580
 1160.0  0.0000  0.0000 -0.2698  0.0790  0.0000  0.0000 -0.3864  0.6594
 1170.0  0.0000  0.0000 -0.2745  0.0821  0.0000  0.0000 -0.3827  0.6607
 1180.0  0.0000  0.0000 -0.2795  0.0854  0.0000  0.0000 -0.3791  0.6618
 1190.0  0.0000  0.0000 -0.2848  0.0890  0.0000  0.0000 -0.3755  0.6628
 1200.0  0.0000  0.0000 -0.2903  0.0929  0.0000  0.0000 -0.3718  0.6637
 1210.0  0.0000  0.0000 -0.2960  0.0970  0.0000  0.0000 -0.3682  0.6644
 1220.0  0.0000  0.0000 -0.3020  0.1015  0.0000  0.0000 -0.3646  0.6650
 1230.0  0.0000  0.0000 -0.3082  0.1063  0.0000  0.0000 -0.3610  0.6655
 1240.0  0.0000  0.0000 -0.3147  0.1115  0.0000  0.0000 -0.3574  0.6658
 1250.0  0.0000  0.0000 -0.3214  0.1170  0.0000  0.0000 -0.3539  0.6661
 1260.0  0.0000  0.0000 -0.3282  0.1228  0.0000  0.0000 -0.3504  0.6662
 1270.0  0.0000  0.0000 -0.3353  0.1291  0.0000  0.0000 -0.3469  0.6661
 1280.0  0.0000  0.0000 -0.3426  0.1358  0.0000  0.0000 -0.3435  0.6660
 1290.0  0.0000  0.0000 -0.3500  0.1429  0.0000  0.0000 -0.3401  0.6657
 1300.0  0.0000  0.0000 -0.3575  0.1504  0.0000  0.0000 -0.3367  0.6654
 1310.0  0.0000  0.0000 -0.3652  0.1584  0.0000  0.0000 -0.3334  0.6649
 1320.0  0.0000  0.0000 -0.3729  0.1669  0.0000  0.0000 -0.3302  0.6643
 1330.0  0.0000  0.0000 -0.3807  0.1759  0.0000  0.0000 -0.3270  0.6636
 1340.0  0.0000  0.0000 -0.3886  0.1853  0.0000  0.0000 -0.3239  0.6629
 1350.0  0.0000  0.0000 -0.3964  0.1953  0.0000  0.0000 -0.3208  0.6620
 1360.0  0.0000  0.0000 -0.4043  0.2058  0.0000  0.0000 -0.3178  0.6610
 1370.0  0.0000  0.0000 -0.4121  0.2168  0.0000  0.0000 -0.3149  0.6600
 1380.0  0.0000  0.0000 -0.4198  0.2284  0.0000  0.0000 -0.3120  0.6588
 1390.0  0.0000  0.0000 -0.4274  0.2405  0.0000  0.0000 -0.3092  0.6576
 1400.0  0.0000  0.0000 -0.4348  0.2532  0.0000  0.0000 -0.3065  0.6563
 1410.0  0.0000  0.0000 -0.4421  0.2664  0.0000  0.0000 -0.3038  0.6550
 1420.0  0.0000  0.0000 -0.4490  0.2801  0.0000  0.0000 -0.3012  0.6535
 1430.0  0.0000  0.0000 -0.4558  0.2944  0.0000  0.0000 -0.2987  0.6520
 1440.0  0.0000  0.0000 -0.4622  0.3092  0.0000  0.0000 -0.2962  0.6505
 1450.0  0.0000  0.0000 -0.4682  0.3245  0.0000  0.0000 -0.2938  0.6488
 1460.0  0.0000  0.0000 -0.4738  0.3403  0.0000  0.0000 -0.2915  0.6472
 1470.0  0.0000  0.0000 -0.4790  0.3565  0.0000  0.0000 -0.2892  0.6454
 1480.0  0.0000  0.0000 -0.4837  0.3732  0.0000  0.0000 -0.2870  0.6437
 1490.0  0.0000  0.0000 -0.4878  0.3904  0.0000  0.0000 -0.2849  0.6418
 1500.0  0.0000  0.0000 -0.4914  0.4079  0.0000  0.0000 -0.2828  0.6400
  Enter Y to see L= 1 Waves ->y


            SP92    K+N  Waves for L= 1
  TLAB        P01             P03             P11             P13
    0.0  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000  0.0000
   10.0  0.0030  0.0000 -0.0042  0.0000 -0.0053  0.0000  0.0023  0.0000
   20.0  0.0090  0.0001 -0.0109  0.0001 -0.0138  0.0002  0.0061  0.0000
   30.0  0.0171  0.0003 -0.0185  0.0003 -0.0235  0.0006  0.0107  0.0001
   40.0  0.0272  0.0007 -0.0264  0.0007 -0.0339  0.0011  0.0158  0.0002
   50.0  0.0391  0.0015 -0.0342  0.0012 -0.0444  0.0020  0.0211  0.0004
   60.0  0.0527  0.0028 -0.0418  0.0017 -0.0549  0.0030  0.0265  0.0007
   70.0  0.0678  0.0046 -0.0491  0.0024 -0.0652  0.0043  0.0319  0.0010
   80.0  0.0843  0.0072 -0.0562  0.0032 -0.0753  0.0057  0.0374  0.0014
   90.0  0.1020  0.0105 -0.0628  0.0040 -0.0852  0.0073  0.0428  0.0018
  100.0  0.1209  0.0148 -0.0691  0.0048 -0.0947  0.0091  0.0482  0.0023
  110.0  0.1407  0.0202 -0.0751  0.0057 -0.1040  0.0109  0.0534  0.0029
  120.0  0.1612  0.0267 -0.0806  0.0065 -0.1129  0.0129  0.0586  0.0034
  130.0  0.1823  0.0344 -0.0859  0.0074 -0.1214  0.0150  0.0637  0.0041
  140.0  0.2039  0.0434 -0.0908  0.0083 -0.1297  0.0171  0.0687  0.0047
  150.0  0.2256  0.0538 -0.0953  0.0092 -0.1376  0.0193  0.0735  0.0054
  160.0  0.2473  0.0654 -0.0996  0.0100 -0.1453  0.0216  0.0783  0.0062
  170.0  0.2688  0.0784 -0.1036  0.0108 -0.1526  0.0239  0.0829  0.0069
  180.0  0.2899  0.0926 -0.1073  0.0116 -0.1597  0.0262  0.0874  0.0077
  190.0  0.3104  0.1081 -0.1107  0.0124 -0.1664  0.0285  0.0919  0.0085
  200.0  0.3303  0.1246 -0.1139  0.0131 -0.1729  0.0308  0.0962  0.0093
  210.0  0.3493  0.1422 -0.1168  0.0138 -0.1791  0.0332  0.1004  0.0102
  220.0  0.3673  0.1607 -0.1196  0.0145 -0.1850  0.0355  0.1046  0.0111
  230.0  0.3842  0.1800 -0.1221  0.0151 -0.1907  0.0378  0.1086  0.0119
  240.0  0.3999  0.1999 -0.1244  0.0157 -0.1961  0.0401  0.1126  0.0129
  250.0  0.4144  0.2204 -0.1265  0.0163 -0.2013  0.0424  0.1165  0.0138
  260.0  0.4276  0.2412 -0.1284  0.0168 -0.2062  0.0447  0.1204  0.0147
  270.0  0.4396  0.2623 -0.1302  0.0172 -0.2109  0.0470  0.1242  0.0157
  280.0  0.4504  0.2835 -0.1318  0.0177 -0.2154  0.0492  0.1279  0.0167
  290.0  0.4598  0.3047 -0.1332  0.0181 -0.2196  0.0513  0.1316  0.0177
  300.0  0.4681  0.3258 -0.1345  0.0184 -0.2236  0.0535  0.1353  0.0188
  310.0  0.4752  0.3466 -0.1357  0.0188 -0.2273  0.0556  0.1389  0.0199
  320.0  0.4813  0.3672 -0.1367  0.0191 -0.2308  0.0577  0.1425  0.0210
  330.0  0.4862  0.3875 -0.1376  0.0193 -0.2341  0.0597  0.1461  0.0222
  340.0  0.4902  0.4073 -0.1384  0.0195 -0.2371  0.0617  0.1497  0.0234
  350.0  0.4933  0.4266 -0.1391  0.0197 -0.2399  0.0636  0.1533  0.0246
  360.0  0.4955  0.4454 -0.1397  0.0199 -0.2425  0.0656  0.1569  0.0259
  370.0  0.4970  0.4637 -0.1401  0.0200 -0.2448  0.0675  0.1605  0.0273
  380.0  0.4977  0.4815 -0.1405  0.0202 -0.2468  0.0694  0.1641  0.0288
  390.0  0.4978  0.4987 -0.1408  0.0202 -0.2486  0.0713  0.1677  0.0303
  400.0  0.4972  0.5153 -0.1410  0.0203 -0.2501  0.0731  0.1714  0.0320
  410.0  0.4962  0.5313 -0.1411  0.0203 -0.2514  0.0751  0.1751  0.0338
  420.0  0.4946  0.5468 -0.1412  0.0203 -0.2523  0.0770  0.1789  0.0357
  430.0  0.4926  0.5617 -0.1411  0.0203 -0.2530  0.0791  0.1827  0.0377
  440.0  0.4901  0.5761 -0.1410  0.0203 -0.2535  0.0812  0.1865  0.0399
  450.0  0.4873  0.5900 -0.1409  0.0203 -0.2536  0.0834  0.1903  0.0423
  460.0  0.4841  0.6033 -0.1406  0.0202 -0.2536  0.0858  0.1942  0.0450
  470.0  0.4807  0.6162 -0.1404  0.0201 -0.2533  0.0884  0.1981  0.0478
  480.0  0.4769  0.6286 -0.1400  0.0200 -0.2528  0.0912  0.2020  0.0510
  490.0  0.4729  0.6406 -0.1396  0.0199 -0.2522  0.0942  0.2059  0.0544
  500.0  0.4686  0.6521 -0.1392  0.0198 -0.2514  0.0974  0.2097  0.0581
  510.0  0.4640  0.6632 -0.1387  0.0196 -0.2506  0.1009  0.2135  0.0621
  520.0  0.4593  0.6739 -0.1382  0.0195 -0.2497  0.1046  0.2171  0.0665
  530.0  0.4542  0.6843 -0.1376  0.0193 -0.2489  0.1085  0.2206  0.0713
  540.0  0.4490  0.6943 -0.1370  0.0191 -0.2480  0.1127  0.2239  0.0764
  550.0  0.4435  0.7040 -0.1363  0.0189 -0.2473  0.1170  0.2270  0.0818
  560.0  0.4378  0.7134 -0.1356  0.0188 -0.2466  0.1215  0.2297  0.0877
  570.0  0.4318  0.7224 -0.1349  0.0185 -0.2461  0.1261  0.2322  0.0938
  580.0  0.4256  0.7312 -0.1342  0.0183 -0.2457  0.1307  0.2342  0.1003
  590.0  0.4191  0.7397 -0.1334  0.0181 -0.2454  0.1355  0.2358  0.1071
  600.0  0.4122  0.7479 -0.1326  0.0179 -0.2453  0.1403  0.2369  0.1141
  610.0  0.4051  0.7559 -0.1318  0.0177 -0.2452  0.1451  0.2374  0.1213
  620.0  0.3976  0.7635 -0.1309  0.0174 -0.2453  0.1499  0.2374  0.1286
  630.0  0.3896  0.7709 -0.1301  0.0172 -0.2455  0.1547  0.2368  0.1360
  640.0  0.3813  0.7779 -0.1292  0.0170 -0.2459  0.1594  0.2356  0.1434
  650.0  0.3724  0.7845 -0.1283  0.0167 -0.2463  0.1641  0.2338  0.1506
  660.0  0.3630  0.7907 -0.1273  0.0165 -0.2468  0.1687  0.2315  0.1577
  670.0  0.3531  0.7963 -0.1264  0.0162 -0.2473  0.1732  0.2285  0.1646
  680.0  0.3425  0.8013 -0.1255  0.0160 -0.2480  0.1776  0.2251  0.1712
  690.0  0.3315  0.8054 -0.1245  0.0157 -0.2487  0.1820  0.2212  0.1774
  700.0  0.3199  0.8087 -0.1235  0.0155 -0.2494  0.1863  0.2170  0.1832
  710.0  0.3080  0.8108 -0.1225  0.0152 -0.2502  0.1904  0.2124  0.1885
  720.0  0.2960  0.8117 -0.1215  0.0150 -0.2509  0.1945  0.2075  0.1935
  730.0  0.2840  0.8115 -0.1205  0.0147 -0.2518  0.1985  0.2024  0.1979
  740.0  0.2723  0.8100 -0.1195  0.0145 -0.2526  0.2024  0.1972  0.2019
  750.0  0.2610  0.8075 -0.1185  0.0143 -0.2534  0.2062  0.1919  0.2055
  760.0  0.2502  0.8040 -0.1175  0.0140 -0.2542  0.2099  0.1865  0.2086
  770.0  0.2402  0.7996 -0.1165  0.0138 -0.2550  0.2136  0.1811  0.2113
  780.0  0.2310  0.7945 -0.1155  0.0135 -0.2558  0.2171  0.1758  0.2137
  790.0  0.2225  0.7889 -0.1145  0.0133 -0.2566  0.2206  0.1706  0.2156
  800.0  0.2149  0.7829 -0.1134  0.0130 -0.2574  0.2240  0.1655  0.2173
  810.0  0.2080  0.7766 -0.1124  0.0128 -0.2582  0.2273  0.1605  0.2186
  820.0  0.2019  0.7701 -0.1114  0.0126 -0.2589  0.2305  0.1557  0.2197
  830.0  0.1966  0.7636 -0.1104  0.0123 -0.2596  0.2337  0.1510  0.2205
  840.0  0.1919  0.7570 -0.1094  0.0121 -0.2603  0.2368  0.1465  0.2212
  850.0  0.1877  0.7505 -0.1083  0.0119 -0.2610  0.2398  0.1421  0.2216
  860.0  0.1842  0.7442 -0.1073  0.0117 -0.2616  0.2428  0.1379  0.2219
  870.0  0.1811  0.7380 -0.1063  0.0114 -0.2622  0.2457  0.1339  0.2221
  880.0  0.1785  0.7319 -0.1053  0.0112 -0.2628  0.2485  0.1300  0.2222
  890.0  0.1762  0.7261 -0.1043  0.0110 -0.2634  0.2513  0.1263  0.2222
  900.0  0.1742  0.7205 -0.1034  0.0108 -0.2639  0.2540  0.1228  0.2221
  910.0  0.1726  0.7151 -0.1024  0.0106 -0.2644  0.2567  0.1194  0.2219
  920.0  0.1712  0.7099 -0.1014  0.0104 -0.2649  0.2593  0.1162  0.2217
  930.0  0.1699  0.7049 -0.1005  0.0102 -0.2654  0.2618  0.1130  0.2214
  940.0  0.1689  0.7002 -0.0995  0.0100 -0.2658  0.2643  0.1101  0.2211
  950.0  0.1680  0.6956 -0.0986  0.0098 -0.2662  0.2668  0.1072  0.2208
  960.0  0.1672  0.6913 -0.0976  0.0096 -0.2666  0.2692  0.1045  0.2205
  970.0  0.1666  0.6871 -0.0967  0.0094 -0.2669  0.2716  0.1018  0.2202
  980.0  0.1660  0.6831 -0.0958  0.0093 -0.2672  0.2739  0.0993  0.2199
  990.0  0.1654  0.6793 -0.0949  0.0091 -0.2675  0.2761  0.0968  0.2195
 1000.0  0.1649  0.6756 -0.0940  0.0089 -0.2678  0.2784  0.0945  0.2192
 1010.0  0.1645  0.6721 -0.0932  0.0088 -0.2680  0.2805  0.0922  0.2189
 1020.0  0.1640  0.6688 -0.0923  0.0086 -0.2682  0.2827  0.0900  0.2186
 1030.0  0.1636  0.6655 -0.0914  0.0084 -0.2684  0.2848  0.0879  0.2183
 1040.0  0.1632  0.6625 -0.0906  0.0083 -0.2686  0.2868  0.0859  0.2181
 1050.0  0.1628  0.6595 -0.0898  0.0081 -0.2687  0.2888  0.0839  0.2178
 1060.0  0.1624  0.6566 -0.0890  0.0080 -0.2688  0.2908  0.0820  0.2176
 1070.0  0.1620  0.6539 -0.0882  0.0078 -0.2689  0.2928  0.0801  0.2174
 1080.0  0.1615  0.6512 -0.0874  0.0077 -0.2690  0.2947  0.0783  0.2172
 1090.0  0.1610  0.6487 -0.0866  0.0076 -0.2690  0.2965  0.0765  0.2171
 1100.0  0.1605  0.6462 -0.0859  0.0074 -0.2690  0.2984  0.0748  0.2170
 1110.0  0.1600  0.6439 -0.0852  0.0073 -0.2690  0.3002  0.0732  0.2169
 1120.0  0.1595  0.6416 -0.0844  0.0072 -0.2690  0.3019  0.0715  0.2168
 1130.0  0.1589  0.6394 -0.0837  0.0071 -0.2689  0.3036  0.0700  0.2167
 1140.0  0.1583  0.6372 -0.0831  0.0069 -0.2688  0.3053  0.0684  0.2167
 1150.0  0.1576  0.6351 -0.0824  0.0068 -0.2687  0.3070  0.0669  0.2166
 1160.0  0.1569  0.6331 -0.0817  0.0067 -0.2686  0.3086  0.0654  0.2166
 1170.0  0.1562  0.6312 -0.0811  0.0066 -0.2685  0.3102  0.0640  0.2167
 1180.0  0.1555  0.6293 -0.0805  0.0065 -0.2683  0.3118  0.0626  0.2167
 1190.0  0.1547  0.6275 -0.0799  0.0064 -0.2682  0.3133  0.0612  0.2168
 1200.0  0.1538  0.6258 -0.0793  0.0063 -0.2680  0.3148  0.0598  0.2169
 1210.0  0.1530  0.6241 -0.0787  0.0062 -0.2678  0.3163  0.0585  0.2170
 1220.0  0.1521  0.6224 -0.0782  0.0061 -0.2675  0.3177  0.0571  0.2171
 1230.0  0.1511  0.6208 -0.0776  0.0061 -0.2673  0.3191  0.0559  0.2173
 1240.0  0.1501  0.6193 -0.0771  0.0060 -0.2670  0.3205  0.0546  0.2175
 1250.0  0.1491  0.6178 -0.0766  0.0059 -0.2667  0.3218  0.0533  0.2176
 1260.0  0.1481  0.6163 -0.0761  0.0058 -0.2664  0.3231  0.0521  0.2179
 1270.0  0.1470  0.6149 -0.0757  0.0058 -0.2661  0.3244  0.0509  0.2181
 1280.0  0.1458  0.6136 -0.0752  0.0057 -0.2658  0.3257  0.0497  0.2183
 1290.0  0.1446  0.6123 -0.0748  0.0056 -0.2654  0.3269  0.0485  0.2186
 1300.0  0.1434  0.6110 -0.0744  0.0056 -0.2650  0.3281  0.0474  0.2189
 1310.0  0.1422  0.6098 -0.0740  0.0055 -0.2647  0.3293  0.0462  0.2192
 1320.0  0.1409  0.6086 -0.0736  0.0055 -0.2643  0.3305  0.0451  0.2195
 1330.0  0.1396  0.6075 -0.0733  0.0054 -0.2638  0.3316  0.0440  0.2198
 1340.0  0.1382  0.6064 -0.0729  0.0054 -0.2634  0.3327  0.0429  0.2202
 1350.0  0.1368  0.6054 -0.0726  0.0053 -0.2629  0.3338  0.0418  0.2205
 1360.0  0.1354  0.6044 -0.0723  0.0053 -0.2625  0.3348  0.0407  0.2209
 1370.0  0.1339  0.6034 -0.0721  0.0052 -0.2620  0.3358  0.0397  0.2213
 1380.0  0.1324  0.6025 -0.0718  0.0052 -0.2615  0.3368  0.0386  0.2217
 1390.0  0.1309  0.6016 -0.0716  0.0051 -0.2610  0.3378  0.0376  0.2221
 1400.0  0.1293  0.6008 -0.0713  0.0051 -0.2605  0.3387  0.0366  0.2225
 1410.0  0.1278  0.6000 -0.0711  0.0051 -0.2599  0.3396  0.0356  0.2230
